,month_year,center_type,index,name,books_scanned
815,2017-10,public,837,Allen County Public Library Geneaology CenterBoston Public Library,1645
816,2017-11,,217,American Numismatic Society,137
817,2017-11,academic,56910,"BYU, ProvoBrown UniversityDuke UniversityHarvardOberlin College LibrariesPrinceton UniversityThe Ohio State UniversityUCLAUIUCUniversidad Francisco MarroquínUniversity of AlbertaUniversity of FloridaUniversity of PretoriaUniversity of TorontoUniversity of VictoriaUniversity of WarwickWashington University in St. Louis",5691
818,2017-11,archive,4675,American Printing House for the BlindFamily Search LibraryPerkins School for the Blind,28
819,2017-11,bpo,1885,Hong Kong,11215
820,2017-11,government,11910,British LibraryLibrary of CongressNational Agricultural LibrarySmithsonian Libraries and ArchivesState Library of Pennsylvania,6847
821,2017-11,hq,2020,Internet Archive Sheridan Headquarters,2
822,2017-11,museum,4336,"Getty Research Institute Valencia WarehouseNatural History Museum Library, London",198
823,2017-11,public,839,Allen County Public Library Geneaology CenterBoston Public Library,1072
824,2017-12,,218,American Numismatic Society,133
825,2017-12,academic,57494,"BYU, ProvoBrown UniversityDuke UniversityHarvardOberlin College LibrariesPrinceton UniversityUCLAUIUCUNC Chapel HillUniversidad Francisco MarroquínUniversity of AlbertaUniversity of FloridaUniversity of PretoriaUniversity of TorontoUniversity of VictoriaUniversity of WarwickWashington University in St. Louis",2696
826,2017-12,archive,4678,American Printing House for the BlindFamily Search LibraryPerkins School for the Blind,18
827,2017-12,bpo,1886,Hong Kong,10117
828,2017-12,government,11915,British LibraryLibrary of CongressNational Agricultural LibrarySmithsonian Libraries and ArchivesState Library of Pennsylvania,4114
829,2017-12,museum,6994,"Getty Research Institute Valencia WarehouseNatural History Museum Library, LondonNew York Botanical Garden",121
830,2017-12,public,841,Allen County Public Library Geneaology CenterBoston Public Library,1318
831,2018-01,,219,American Numismatic Society,193
832,2018-01,academic,62522,"BYU, ProvoBrown UniversityDuke UniversityGeorgetown UniversityHarvardOberlin College LibrariesPrinceton UniversityThe Ohio State UniversityUCLAUIUCUNC Chapel HillUniversidad Francisco MarroquínUniversity of AlbertaUniversity of FloridaUniversity of PretoriaUniversity of TorontoUniversity of VictoriaUniversity of WarwickWashington University in St. Louis",3847
833,2018-01,archive,4681,American Printing House for the BlindFamily Search LibraryPerkins School for the Blind,34
834,2018-01,bpo,1887,Hong Kong,12408
835,2018-01,government,11920,British LibraryLibrary of CongressNational Agricultural LibrarySmithsonian Libraries and ArchivesState Library of Pennsylvania,7644
836,2018-01,museum,6997,"Getty Research Institute Valencia WarehouseNatural History Museum Library, LondonNew York Botanical Garden",196
837,2018-01,public,843,Allen County Public Library Geneaology CenterBoston Public Library,1121
838,2018-02,,220,American Numismatic Society,125
839,2018-02,academic,59150,"BYU, ProvoBrown UniversityDuke UniversityGeorgetown UniversityHarvardOberlin College LibrariesPrinceton UniversityUCLAUIUCUNC Chapel HillUniversidad Francisco MarroquínUniversity of AlbertaUniversity of FloridaUniversity of PretoriaUniversity of TorontoUniversity of VictoriaUniversity of WarwickWashington University in St. Louis",3253
840,2018-02,archive,1902,American Printing House for the BlindFamily Search Library,7
841,2018-02,bpo,1888,Hong Kong,9756
842,2018-02,government,11925,British LibraryLibrary of CongressNational Agricultural LibrarySmithsonian Libraries and ArchivesState Library of Pennsylvania,7218
843,2018-02,museum,4342,"Getty Research Institute Valencia WarehouseNatural History Museum Library, London",172
844,2018-02,public,845,Allen County Public Library Geneaology CenterBoston Public Library,2279
845,2018-03,,221,American Numismatic Society,236
846,2018-03,academic,62559,"BYU, ProvoBrown UniversityDuke UniversityGeorgetown UniversityHarvardOberlin College LibrariesPrinceton UniversityThe Ohio State UniversityUCLAUIUCUNC Chapel HillUniversidad Francisco MarroquínUniversity of AlbertaUniversity of FloridaUniversity of PretoriaUniversity of TorontoUniversity of VictoriaUniversity of WarwickWashington University in St. Louis",3163
847,2018-03,archive,2782,Perkins School for the Blind,3
848,2018-03,bpo,1889,Hong Kong,12335
849,2018-03,government,11930,British LibraryLibrary of CongressNational Agricultural LibrarySmithsonian Libraries and ArchivesState Library of Pennsylvania,7005
850,2018-03,hq,2021,Internet Archive Sheridan Headquarters,2
851,2018-03,museum,4344,"Getty Research Institute Valencia WarehouseNatural History Museum Library, London",180
852,2018-03,public,847,Allen County Public Library Geneaology CenterBoston Public Library,1862
853,2018-04,,222,American Numismatic Society,159
854,2018-04,academic,58175,"BYU, ProvoBrown UniversityDuke UniversityGeorgetown UniversityHarvardOberlin College LibrariesPrinceton UniversityThe Ohio State UniversityUCLAUIUCUNC Chapel HillUniversidad Francisco MarroquínUniversity of AlbertaUniversity of FloridaUniversity of TorontoUniversity of VictoriaUniversity of WarwickWashington University in St. Louis",4588
855,2018-04,archive,3096,American Printing House for the BlindPerkins School for the Blind,4
856,2018-04,bpo,1890,Hong Kong,9988
857,2018-04,government,11935,British LibraryLibrary of CongressNational Agricultural LibrarySmithsonian Libraries and ArchivesState Library of Pennsylvania,5918
858,2018-04,museum,4346,"Getty Research Institute Valencia WarehouseNatural History Museum Library, London",248
859,2018-04,public,849,Allen County Public Library Geneaology CenterBoston Public Library,1907
860,2018-05,,223,American Numismatic Society,227
861,2018-05,academic,46990,"BYU, ProvoBrown UniversityDuke UniversityPrinceton UniversityResearch Institute of Korean StudiesUCLAUIUCUNC Chapel HillUniversidad Francisco MarroquínUniversity of AlbertaUniversity of FloridaUniversity of TorontoUniversity of WarwickWashington University in St. Louis",4062
862,2018-05,archive,1905,American Printing House for the BlindFamily Search Library,9
863,2018-05,bpo,1891,Hong Kong,11831
864,2018-05,government,11940,British LibraryLibrary of CongressNational Agricultural LibrarySmithsonian Libraries and ArchivesState Library of Pennsylvania,8777
865,2018-05,museum,4348,"Getty Research Institute Valencia WarehouseNatural History Museum Library, London",362
866,2018-05,public,851,Allen County Public Library Geneaology CenterBoston Public Library,3072
867,2018-06,,224,American Numismatic Society,152
868,2018-06,academic,57223,"BYU, ProvoBrown UniversityCalifornia Acaddemy of SciencesDuke UniversityGeorgetown UniversityOberlin College LibrariesPrinceton UniversityThe Ohio State UniversityUCLAUIUCUNC Chapel HillUniversidad Francisco MarroquínUniversity of AlbertaUniversity of FloridaUniversity of PretoriaUniversity of TorontoUniversity of WarwickWashington University in St. Louis",4310
869,2018-06,archive,1907,American Printing House for the BlindFamily Search Library,53
870,2018-06,bpo,1892,Hong Kong,15043
871,2018-06,government,11945,British LibraryLibrary of CongressNational Agricultural LibrarySmithsonian Libraries and ArchivesState Library of Pennsylvania,6178
872,2018-06,hq,2022,Internet Archive Sheridan Headquarters,2
873,2018-06,museum,4350,"Getty Research Institute Valencia WarehouseNatural History Museum Library, London",242
874,2018-06,public,853,Allen County Public Library Geneaology CenterBoston Public Library,1975
875,2018-07,,225,American Numismatic Society,95
876,2018-07,academic,54791,"BYU, ProvoBrown UniversityDuke UniversityOberlin College LibrariesPrinceton UniversityThe Ohio State UniversityUCLAUIUCUNC Chapel HillUniversidad Francisco MarroquínUniversity of AlbertaUniversity of FloridaUniversity of TorontoUniversity of VictoriaUniversity of WarwickWashington University in St. Louis",6012
877,2018-07,archive,1909,American Printing House for the BlindFamily Search Library,74
878,2018-07,bpo,1893,Hong Kong,18022
879,2018-07,government,11950,British LibraryLibrary of CongressNational Agricultural LibrarySmithsonian Libraries and ArchivesState Library of Pennsylvania,6730
880,2018-07,hq,2023,Internet Archive Sheridan Headquarters,3
881,2018-07,museum,4352,"Getty Research Institute Valencia WarehouseNatural History Museum Library, London",288
882,2018-07,public,855,Allen County Public Library Geneaology CenterBoston Public Library,2232
883,2018-08,,226,American Numismatic Society,197
884,2018-08,academic,58238,"BYU, ProvoBrown UniversityDuke UniversityGeorgetown UniversityHarvardOberlin College LibrariesPrinceton UniversityThe Ohio State UniversityUCLAUIUCUNC Chapel HillUniversidad Francisco MarroquínUniversity of AlbertaUniversity of FloridaUniversity of TorontoUniversity of VictoriaUniversity of WarwickWashington University in St. Louis",6248
885,2018-08,archive,1911,American Printing House for the BlindFamily Search Library,89
886,2018-08,bpo,1894,Hong Kong,19693
887,2018-08,government,11955,British LibraryLibrary of CongressNational Agricultural LibrarySmithsonian Libraries and ArchivesState Library of Pennsylvania,5700
888,2018-08,museum,4354,"Getty Research Institute Valencia WarehouseNatural History Museum Library, London",307
889,2018-08,public,857,Allen County Public Library Geneaology CenterBoston Public Library,3076
890,2018-09,,227,American Numismatic Society,39
891,2018-09,academic,53872,"BYU, ProvoBrown UniversityDuke UniversityGeorgetown UniversityHarvardPrinceton UniversityResearch Institute of Korean StudiesThe Ohio State UniversityUCLAUIUCUNC Chapel HillUniversidad Francisco MarroquínUniversity of AlbertaUniversity of FloridaUniversity of TorontoUniversity of WarwickWashington University in St. Louis",4428
892,2018-09,archive,4379,Family Search LibraryPerkins School for the Blind,39
893,2018-09,bpo,3800,"Hong KongInnodata Knowledge Services, Inc.",17130
894,2018-09,government,11960,British LibraryLibrary of CongressNational Agricultural LibrarySmithsonian Libraries and ArchivesState Library of Pennsylvania,3408
895,2018-09,hq,2024,Internet Archive Sheridan Headquarters,1
896,2018-09,museum,4356,"Getty Research Institute Valencia WarehouseNatural History Museum Library, London",379
897,2018-09,public,859,Allen County Public Library Geneaology CenterBoston Public Library,1479
898,2018-10,,228,American Numismatic Society,114
899,2018-10,academic,55555,"BYU, ProvoBrown UniversityDuke UniversityGeorgetown UniversityHarvardPrinceton UniversityThe Ohio State UniversityUCLAUIUCUNC Chapel HillUniversidad Francisco MarroquínUniversity of AlbertaUniversity of FloridaUniversity of TorontoUniversity of VictoriaUniversity of WarwickWashington University in St. Louis",4099
900,2018-10,archive,1596,Family Search Library,38
901,2018-10,bpo,3802,"Hong KongInnodata Knowledge Services, Inc.",20940
902,2018-10,government,11965,British LibraryLibrary of CongressNational Agricultural LibrarySmithsonian Libraries and ArchivesState Library of Pennsylvania,4903
903,2018-10,hq,2025,Internet Archive Sheridan Headquarters,3
904,2018-10,museum,4358,"Getty Research Institute Valencia WarehouseNatural History Museum Library, London",276
905,2018-10,public,861,Allen County Public Library Geneaology CenterBoston Public Library,1899
906,2018-11,,229,American Numismatic Society,132
907,2018-11,academic,61064,"BYU, ProvoBrown UniversityDuke UniversityHarvardOberlin College LibrariesPrinceton UniversityThe Ohio State UniversityUCLAUIUCUNC Chapel HillUniversidad Francisco MarroquínUniversity of AlbertaUniversity of FloridaUniversity of PretoriaUniversity of TorontoUniversity of VictoriaUniversity of WarwickWashington University in St. Louis",3606
908,2018-11,archive,1597,Family Search Library,17
909,2018-11,bpo,3804,"Hong KongInnodata Knowledge Services, Inc.",22184
910,2018-11,government,11970,British LibraryLibrary of CongressNational Agricultural LibrarySmithsonian Libraries and ArchivesState Library of Pennsylvania,4267
911,2018-11,hq,2026,Internet Archive Sheridan Headquarters,2
912,2018-11,museum,4360,"Getty Research Institute Valencia WarehouseNatural History Museum Library, London",80
913,2018-11,public,863,Allen County Public Library Geneaology CenterBoston Public Library,1683
914,2018-12,,230,American Numismatic Society,124
915,2018-12,academic,52189,"BYU, ProvoBrown UniversityDuke UniversityGeorgetown UniversityHarvardPrinceton UniversityUCLAUIUCUNC Chapel HillUniversidad Francisco MarroquínUniversity of AlbertaUniversity of FloridaUniversity of TorontoUniversity of VictoriaUniversity of WarwickWashington University in St. Louis",2977
916,2018-12,archive,1598,Family Search Library,21
917,2018-12,bpo,3806,"Hong KongInnodata Knowledge Services, Inc.",19376
918,2018-12,government,11975,British LibraryLibrary of CongressNational Agricultural LibrarySmithsonian Libraries and ArchivesState Library of Pennsylvania,2907
919,2018-12,museum,4362,"Getty Research Institute Valencia WarehouseNatural History Museum Library, London",89
920,2018-12,public,865,Allen County Public Library Geneaology CenterBoston Public Library,1372
921,2019-01,,231,American Numismatic Society,59
922,2019-01,academic,56692,"BYU, ProvoBrown UniversityDuke UniversityHarvardOberlin College LibrariesPrinceton UniversityThe Ohio State UniversityUCLAUIUCUNC Chapel HillUniversidad Francisco MarroquínUniversity of AlbertaUniversity of FloridaUniversity of TorontoUniversity of VictoriaUniversity of WarwickWashington University in St. Louis",4183
923,2019-01,archive,1599,Family Search Library,5
924,2019-01,bpo,3808,"Hong KongInnodata Knowledge Services, Inc.",21328
925,2019-01,government,11980,British LibraryLibrary of CongressNational Agricultural LibrarySmithsonian Libraries and ArchivesState Library of Pennsylvania,5551
926,2019-01,hq,2027,Internet Archive Sheridan Headquarters,1
927,2019-01,museum,4364,"Getty Research Institute Valencia WarehouseNatural History Museum Library, London",239
928,2019-01,public,867,Allen County Public Library Geneaology CenterBoston Public Library,2015
929,2019-02,,232,American Numismatic Society,76
930,2019-02,academic,63978,"BYU, ProvoBrown UniversityDuke UniversityGeorgetown UniversityOberlin College LibrariesPrinceton UniversityServants of knowledgeThe Ohio State UniversityUCLAUIUCUNC Chapel HillUniversidad Francisco MarroquínUniversity of AlbertaUniversity of FloridaUniversity of PretoriaUniversity of TorontoUniversity of VictoriaUniversity of WarwickWashington University in St. Louis",2931
931,2019-02,bpo,1910,"Innodata Knowledge Services, Inc.",13217
932,2019-02,government,11985,British LibraryLibrary of CongressNational Agricultural LibrarySmithsonian Libraries and ArchivesState Library of Pennsylvania,6910
933,2019-02,museum,8789,"Getty Research InstituteGetty Research Institute Valencia WarehouseNatural History Museum Library, LondonPeabody Essex Museum",337
934,2019-02,public,869,Allen County Public Library Geneaology CenterBoston Public Library,2240
935,2019-03,,233,American Numismatic Society,118
936,2019-03,academic,57960,"BYU, ProvoBrown UniversityDuke UniversityOberlin College LibrariesPrinceton UniversityServants of knowledgeThe Ohio State UniversityUCLAUIUCUNC Chapel HillUniversidad Francisco MarroquínUniversity of AlbertaUniversity of FloridaUniversity of TorontoUniversity of VictoriaUniversity of WarwickWashington University in St. Louis",3346
937,2019-03,bpo,3272,"Datum Data Co. Ltd.Innodata Knowledge Services, Inc.",18548
938,2019-03,government,11990,British LibraryLibrary of CongressNational Agricultural LibrarySmithsonian Libraries and ArchivesState Library of Pennsylvania,4380
939,2019-03,museum,6033,"Getty Research InstituteGetty Research Institute Valencia WarehouseNatural History Museum Library, London",337
940,2019-03,public,871,Allen County Public Library Geneaology CenterBoston Public Library,2156
941,2019-04,,234,American Numismatic Society,100
942,2019-04,academic,59883,"BYU, ProvoBrown UniversityDuke UniversityGeorgetown UniversityOberlin College LibrariesPrinceton UniversityServants of knowledgeThe Ohio State UniversityUCLAUIUCUNC Chapel HillUniversity of AlbertaUniversity of FloridaUniversity of PretoriaUniversity of TorontoUniversity of VictoriaUniversity of WarwickWashington University in St. Louis",3255
943,2019-04,bpo,3274,"Datum Data Co. Ltd.Innodata Knowledge Services, Inc.",17664
944,2019-04,government,11995,British LibraryLibrary of CongressNational Agricultural LibrarySmithsonian Libraries and ArchivesState Library of Pennsylvania,4053
945,2019-04,hq,2028,Internet Archive Sheridan Headquarters,3
946,2019-04,museum,4370,"Getty Research Institute Valencia WarehouseNatural History Museum Library, London",359
947,2019-04,public,873,Allen County Public Library Geneaology CenterBoston Public Library,1699
948,2019-05,,235,American Numismatic Society,226
949,2019-05,academic,58769,"BYU, ProvoBrown UniversityDuke UniversityGeorgetown UniversityOberlin College LibrariesPrinceton UniversityServants of knowledgeStanford UniversityThe Ohio State UniversityUCLAUIUCUNC Chapel HillUniversity of AlbertaUniversity of PretoriaUniversity of TorontoUniversity of VictoriaUniversity of WarwickWashington University in St. Louis",2482
950,2019-05,archive,1918,American Printing House for the BlindFamily Search Library,17
951,2019-05,bpo,3276,"Datum Data Co. Ltd.Innodata Knowledge Services, Inc.",23212
952,2019-05,government,12000,British LibraryLibrary of CongressNational Agricultural LibrarySmithsonian Libraries and ArchivesState Library of Pennsylvania,2563
953,2019-05,hq,2029,Internet Archive Sheridan Headquarters,3
954,2019-05,museum,4372,"Getty Research Institute Valencia WarehouseNatural History Museum Library, London",272
955,2019-05,public,875,Allen County Public Library Geneaology CenterBoston Public Library,1385
956,2019-06,,236,American Numismatic Society,152
957,2019-06,academic,50377,"BYU, ProvoBrown UniversityDuke UniversityGeorgetown UniversityPrinceton UniversityServants of knowledgeStanford UniversityThe Ohio State UniversityThe Servants of KnowledgeUCLAUIUCUNC Chapel HillUniversity of AlbertaUniversity of TorontoUniversity of VictoriaWashington University in St. Louis",2664
958,2019-06,archive,1920,American Printing House for the BlindFamily Search Library,82
959,2019-06,bpo,3278,"Datum Data Co. Ltd.Innodata Knowledge Services, Inc.",26126
960,2019-06,government,12005,British LibraryLibrary of CongressNational Agricultural LibrarySmithsonian Libraries and ArchivesState Library of Pennsylvania,2256
961,2019-06,museum,4374,"Getty Research Institute Valencia WarehouseNatural History Museum Library, London",335
962,2019-06,public,877,Allen County Public Library Geneaology CenterBoston Public Library,1663
963,2019-07,,237,American Numismatic Society,199
964,2019-07,academic,49902,"BYU, ProvoBrown UniversityDuke UniversityGeorgetown UniversityOberlin College LibrariesPrinceton UniversityServants of knowledgeThe Ohio State UniversityThe Servants of KnowledgeUCLAUIUCUNC Chapel HillUniversity of AlbertaUniversity of TorontoUniversity of VictoriaWashington University in St. Louis",3468
965,2019-07,archive,320,American Printing House for the Blind,181
966,2019-07,bpo,3280,"Datum Data Co. Ltd.Innodata Knowledge Services, Inc.",37033
967,2019-07,government,12010,British LibraryLibrary of CongressNational Agricultural LibrarySmithsonian Libraries and ArchivesState Library of Pennsylvania,2881
968,2019-07,museum,4376,"Getty Research Institute Valencia WarehouseNatural History Museum Library, London",323
969,2019-07,public,879,Allen County Public Library Geneaology CenterBoston Public Library,2696
970,2019-08,,238,American Numismatic Society,323
971,2019-08,academic,45272,"BYU, ProvoBrown UniversityDuke UniversityGeorgetown UniversityHarvardOberlin College LibrariesPrinceton UniversityThe Servants of KnowledgeUCLAUIUCUNC Chapel HillUniversity of AlbertaUniversity of TorontoUniversity of VictoriaWashington University in St. Louis",4517
972,2019-08,archive,3072,American Printing House for the BlindClatsop County Historical SocietyFamily Search Library,204
973,2019-08,bpo,3282,"Datum Data Co. Ltd.Innodata Knowledge Services, Inc.",35361
974,2019-08,government,12015,British LibraryLibrary of CongressNational Agricultural LibrarySmithsonian Libraries and ArchivesState Library of Pennsylvania,4383
975,2019-08,hq,2030,Internet Archive Sheridan Headquarters,1
976,2019-08,museum,6044,"Getty Research InstituteGetty Research Institute Valencia WarehouseNatural History Museum Library, London",371
977,2019-08,public,881,Allen County Public Library Geneaology CenterBoston Public Library,1891
978,2019-09,,239,American Numismatic Society,134
979,2019-09,academic,45287,"BYU, ProvoBrown UniversityDuke UniversityGeorgetown UniversityHarvardOberlin College LibrariesPrinceton UniversityThe Servants of KnowledgeUCLAUIUCUNC Chapel HillUniversity of AlbertaUniversity of TorontoUniversity of VictoriaWashington University in St. Louis",4206
980,2019-09,archive,5538,Clatsop County Historical SocietyFamily Search LibraryPerkins School for the Blind,56
981,2019-09,bpo,3284,"Datum Data Co. Ltd.Innodata Knowledge Services, Inc.",29425
982,2019-09,government,8742,British LibraryLibrary of CongressNational Agricultural LibrarySmithsonian Libraries and Archives,3294
983,2019-09,museum,6047,"Getty Research InstituteGetty Research Institute Valencia WarehouseNatural History Museum Library, London",315
984,2019-09,public,883,Allen County Public Library Geneaology CenterBoston Public Library,1763
985,2019-10,,240,American Numismatic Society,329
986,2019-10,academic,51026,"BYU, ProvoBrown UniversityDuke UniversityGeorgetown UniversityOberlin College LibrariesPrinceton UniversityThe Ohio State UniversityThe Servants of KnowledgeUCLAUIUCUNC Chapel HillUniversidad Francisco MarroquínUniversity of AlbertaUniversity of TorontoUniversity of VictoriaWashington University in St. Louis",4438
987,2019-10,archive,2755,Clatsop County Historical SocietyFamily Search Library,112
988,2019-10,bpo,3286,"Datum Data Co. Ltd.Innodata Knowledge Services, Inc.",25414
989,2019-10,government,12024,British LibraryLibrary of CongressNational Agricultural LibrarySmithsonian Libraries and ArchivesState Library of Pennsylvania,3999
990,2019-10,hq,2031,Internet Archive Sheridan Headquarters,1
991,2019-10,museum,7142,"Getty Research Institute Valencia WarehouseNatural History Museum Library, LondonPeabody Essex Museum",152
992,2019-10,public,885,Allen County Public Library Geneaology CenterBoston Public Library,1130
993,2019-11,,241,American Numismatic Society,184
994,2019-11,academic,52855,"BYU, ProvoBrown UniversityDuke UniversityGeorgetown UniversityHarvardOberlin College LibrariesPrinceton UniversityThe Ohio State UniversityThe Servants of KnowledgeUCLAUIUCUNC Chapel HillUniversidad Francisco MarroquínUniversity of AlbertaUniversity of TorontoUniversity of VictoriaWashington University in St. Louis",3393
995,2019-11,archive,5543,Clatsop County Historical SocietyFamily Search LibraryPerkins School for the Blind,45
996,2019-11,bpo,3288,"Datum Data Co. Ltd.Innodata Knowledge Services, Inc.",57508
997,2019-11,government,12029,British LibraryLibrary of CongressNational Agricultural LibrarySmithsonian Libraries and ArchivesState Library of Pennsylvania,3089
998,2019-11,museum,7145,"Getty Research Institute Valencia WarehouseNatural History Museum Library, LondonPeabody Essex Museum",185
999,2019-11,public,887,Allen County Public Library Geneaology CenterBoston Public Library,857
1000,2019-12,,242,American Numismatic Society,136
1001,2019-12,academic,43517,"BYU, ProvoBrown UniversityDuke UniversityGeorgetown UniversityOberlin College LibrariesPrinceton UniversityThe Servants of KnowledgeUCLAUIUCUNC Chapel HillUniversity of AlbertaUniversity of TorontoUniversity of VictoriaWashington University in St. Louis",2543
1002,2019-12,archive,2759,Clatsop County Historical SocietyFamily Search Library,67
1003,2019-12,bpo,3290,"Datum Data Co. Ltd.Innodata Knowledge Services, Inc.",66374
1004,2019-12,government,12034,British LibraryLibrary of CongressNational Agricultural LibrarySmithsonian Libraries and ArchivesState Library of Pennsylvania,2747
1005,2019-12,museum,4386,"Getty Research Institute Valencia WarehouseNatural History Museum Library, London",191
1006,2019-12,public,889,Allen County Public Library Geneaology CenterBoston Public Library,1475
1007,2020-01,,243,American Numismatic Society,228
1008,2020-01,academic,46703,"BYU, ProvoBrown UniversityDuke UniversityPrinceton UniversityThe Ohio State UniversityThe Servants of KnowledgeUCLAUIUCUNC Chapel HillUniversidad Francisco MarroquínUniversity of AlbertaUniversity of TorontoUniversity of VictoriaWashington University in St. Louis",4619
1009,2020-01,archive,2761,Clatsop County Historical SocietyFamily Search Library,75
1010,2020-01,bpo,3292,"Datum Data Co. Ltd.Innodata Knowledge Services, Inc.",64805
1011,2020-01,government,12039,British LibraryLibrary of CongressNational Agricultural LibrarySmithsonian Libraries and ArchivesState Library of Pennsylvania,3653
1012,2020-01,museum,4388,"Getty Research Institute Valencia WarehouseNatural History Museum Library, London",177
1013,2020-01,public,891,Allen County Public Library Geneaology CenterBoston Public Library,1248
1014,2020-02,,244,American Numismatic Society,194
1015,2020-02,academic,52900,"BYU, ProvoBrown UniversityDuke UniversityGeorgetown UniversityHarvardOberlin College LibrariesPrinceton UniversityThe Ohio State UniversityThe Servants of KnowledgeUCLAUIUCUNC Chapel HillUniversidad Francisco MarroquínUniversity of AlbertaUniversity of TorontoUniversity of VictoriaWashington University in St. Louis",4290
1016,2020-02,archive,1155,Clatsop County Historical Society,11
1017,2020-02,bpo,1922,"Innodata Knowledge Services, Inc.",41093
1018,2020-02,government,12044,British LibraryLibrary of CongressNational Agricultural LibrarySmithsonian Libraries and ArchivesState Library of Pennsylvania,3908
1019,2020-02,museum,6058,"Getty Research InstituteGetty Research Institute Valencia WarehouseNatural History Museum Library, London",248
1020,2020-02,public,893,Allen County Public Library Geneaology CenterBoston Public Library,969
1021,2020-03,,245,American Numismatic Society,122
1022,2020-03,academic,43209,"BYU, ProvoBrown UniversityDuke UniversityHarvardOberlin College LibrariesPrinceton UniversityThe Servants of KnowledgeUCLAUIUCUNC Chapel HillUniversidad Francisco MarroquínUniversity of AlbertaUniversity of TorontoWashington University in St. Louis",3014
1023,2020-03,archive,1156,Clatsop County Historical Society,91
1024,2020-03,bpo,3295,"Datum Data Co. Ltd.Innodata Knowledge Services, Inc.",36812
1025,2020-03,government,12049,British LibraryLibrary of CongressNational Agricultural LibrarySmithsonian Libraries and ArchivesState Library of Pennsylvania,2210
1026,2020-03,museum,7050,"Getty Research Institute Valencia WarehouseNatural History Museum Library, LondonNew York Botanical Garden",84
1027,2020-03,public,895,Allen County Public Library Geneaology CenterBoston Public Library,650
1028,2020-04,academic,556,"BYU, Provo",49
1029,2020-04,bpo,3297,"Datum Data Co. Ltd.Innodata Knowledge Services, Inc.",13883
1030,2020-05,academic,4000,"BYU, ProvoThe Servants of Knowledge",206
1031,2020-05,bpo,3299,"Datum Data Co. Ltd.Innodata Knowledge Services, Inc.",27016
1032,2020-06,academic,7831,"BYU, ProvoThe Servants of KnowledgeUIUC",437
1033,2020-06,bpo,3301,"Datum Data Co. Ltd.Innodata Knowledge Services, Inc.",71093
1034,2020-06,public,897,Allen County Public Library Geneaology CenterBoston Public Library,407
1035,2020-07,,246,American Numismatic Society,219
1036,2020-07,academic,21137,"BYU, ProvoDuke UniversityThe Servants of KnowledgeUCLAUIUCUNC Chapel HillUniversidad Francisco Marroquín",1113
1037,2020-07,archive,1157,Clatsop County Historical Society,41
1038,2020-07,bpo,3303,"Datum Data Co. Ltd.Innodata Knowledge Services, Inc.",76478
1039,2020-07,government,3284,State Library of Pennsylvania,4
1040,2020-07,public,899,Allen County Public Library Geneaology CenterBoston Public Library,951
1041,2020-08,,247,American Numismatic Society,35
1042,2020-08,academic,26013,"BYU, ProvoBrown UniversityDuke UniversityOberlin College LibrariesThe Servants of KnowledgeUIUCUNC Chapel HillUniversidad Francisco MarroquínWashington University in St. Louis",513
1043,2020-08,archive,1158,Clatsop County Historical Society,64
1044,2020-08,bpo,3305,"Datum Data Co. Ltd.Innodata Knowledge Services, Inc.",74135
1045,2020-08,government,5598,National Agricultural LibrarySmithsonian Libraries and Archives,2146
1046,2020-08,public,901,Allen County Public Library Geneaology CenterBoston Public Library,444
1047,2020-09,,248,American Numismatic Society,252
1048,2020-09,academic,33424,"BYU, ProvoBrown UniversityDuke UniversityOberlin College LibrariesPrinceton UniversityThe Servants of KnowledgeUIUCUNC Chapel HillUniversidad Francisco MarroquínUniversity of TorontoUniversity of Victoria",1183
1049,2020-09,archive,1159,Clatsop County Historical Society,26
1050,2020-09,bpo,3307,"Datum Data Co. Ltd.Innodata Knowledge Services, Inc.",91170
1051,2020-09,government,2395,National Agricultural Library,2070
1052,2020-09,museum,2643,"Natural History Museum Library, London",28
1053,2020-09,public,903,Allen County Public Library Geneaology CenterBoston Public Library,693
1054,2020-10,,249,American Numismatic Society,279
1055,2020-10,academic,49624,"BYU, ProvoBrown UniversityDuke UniversityGeorgetown UniversityJohn Hopkins University Library Offsite StorageOberlin College LibrariesPrinceton UniversityThe Ohio State UniversityThe Servants of KnowledgeUIUCUNC Chapel HillUniversidad Francisco MarroquínUniversity of AlbertaUniversity of TorontoUniversity of VictoriaWashington University in St. Louis",1855
1056,2020-10,archive,1160,Clatsop County Historical Society,19
1057,2020-10,bpo,3309,"Datum Data Co. Ltd.Innodata Knowledge Services, Inc.",94346
1058,2020-10,government,3263,British LibraryNational Agricultural Library,2217
1059,2020-10,museum,2644,"Natural History Museum Library, London",81
1060,2020-10,public,905,Allen County Public Library Geneaology CenterBoston Public Library,1181
1061,2020-11,,250,American Numismatic Society,152
1062,2020-11,academic,47998,"BYU, ProvoBrown UniversityDuke UniversityJohn Hopkins University Library Offsite StorageOberlin College LibrariesPrinceton UniversityThe Ohio State UniversityThe Servants of KnowledgeUIUCUNC Chapel HillUniversidad Francisco MarroquínUniversity of AlbertaUniversity of TorontoUniversity of VictoriaWashington University in St. Louis",2300
1063,2020-11,archive,1161,Clatsop County Historical Society,10
1064,2020-11,bpo,3311,"Datum Data Co. Ltd.Innodata Knowledge Services, Inc.",91964
1065,2020-11,government,3265,British LibraryNational Agricultural Library,3292
