,name,month_year,books_scanned,operator,pages_scanned,scans_to_workers,pages_to_workers
330,Analysis and Policy Observatory (APO),2017-12,9,2,612.0,4.5,306.0
331,"BYU, Hawaii",2011-07,11,6,3214.0,1.8333333333333333,535.6666666666666
332,"BYU, Hawaii",2011-08,21,5,5220.0,4.2,1044.0
333,"BYU, Hawaii",2011-09,32,7,8811.0,4.571428571428571,1258.7142857142858
334,"BYU, Hawaii",2011-10,3,2,682.0,1.5,341.0
335,"BYU, Hawaii",2011-11,30,10,9258.0,3.0,925.8
336,"BYU, Hawaii",2011-12,9,3,1702.0,3.0,567.3333333333334
337,"BYU, Hawaii",2012-01,17,2,2950.0,8.5,1475.0
338,"BYU, Hawaii",2012-02,29,9,5732.0,3.2222222222222223,636.8888888888889
339,"BYU, Hawaii",2012-03,17,10,6708.0,1.7,670.8
340,"BYU, Hawaii",2012-04,16,6,1534.0,2.6666666666666665,255.66666666666666
341,"BYU, Hawaii",2012-05,3,2,632.0,1.5,316.0
342,"BYU, Hawaii",2012-06,151,20,37305.0,7.55,1865.25
343,"BYU, Hawaii",2012-07,8,6,6196.0,1.3333333333333333,1032.6666666666667
344,"BYU, Hawaii",2012-08,88,19,20732.0,4.631578947368421,1091.157894736842
345,"BYU, Hawaii",2012-09,35,17,26540.0,2.0588235294117645,1561.1764705882354
346,"BYU, Hawaii",2012-10,54,19,24614.0,2.8421052631578947,1295.4736842105262
347,"BYU, Hawaii",2012-11,55,20,25034.0,2.75,1251.7
348,"BYU, Hawaii",2012-12,12,6,4568.0,2.0,761.3333333333334
349,"BYU, Hawaii",2013-01,20,12,14560.0,1.6666666666666667,1213.3333333333333
350,"BYU, Hawaii",2013-02,12,6,9362.0,2.0,1560.3333333333333
351,"BYU, Hawaii",2013-03,15,12,14782.0,1.25,1231.8333333333333
352,"BYU, Hawaii",2013-04,17,13,12644.0,1.3076923076923077,972.6153846153846
353,"BYU, Hawaii",2013-05,25,9,9419.0,2.7777777777777777,1046.5555555555557
354,"BYU, Hawaii",2013-06,2,2,500.0,1.0,250.0
355,"BYU, Hawaii",2013-07,12,7,4604.0,1.7142857142857142,657.7142857142857
356,"BYU, Hawaii",2013-08,38,21,23090.0,1.8095238095238095,1099.5238095238096
357,"BYU, Hawaii",2013-09,29,12,10995.0,2.4166666666666665,916.25
358,"BYU, Hawaii",2013-10,32,13,12102.0,2.4615384615384617,930.9230769230769
359,"BYU, Hawaii",2013-11,26,15,11054.0,1.7333333333333334,736.9333333333333
360,"BYU, Hawaii",2013-12,15,8,5656.0,1.875,707.0
361,"BYU, Hawaii",2014-01,8,5,3808.0,1.6,761.6
362,"BYU, Hawaii",2014-02,6,2,3300.0,3.0,1650.0
363,"BYU, Hawaii",2014-03,19,7,8126.0,2.7142857142857144,1160.857142857143
364,"BYU, Hawaii",2014-08,10,6,4298.0,1.6666666666666667,716.3333333333334
365,"BYU, Idaho Family History Library",2011-06,4,3,1474.0,1.3333333333333333,491.3333333333333
366,"BYU, Idaho Family History Library",2011-07,13,5,2693.0,2.6,538.6
367,"BYU, Idaho Family History Library",2011-08,37,8,11812.0,4.625,1476.5
368,"BYU, Idaho Family History Library",2011-09,1,1,242.0,1.0,242.0
369,"BYU, Idaho Family History Library",2011-10,8,3,4492.0,2.6666666666666665,1497.3333333333333
370,"BYU, Idaho Family History Library",2011-11,16,6,8748.0,2.6666666666666665,1458.0
371,"BYU, Idaho Family History Library",2011-12,17,7,6444.0,2.4285714285714284,920.5714285714286
372,"BYU, Idaho Family History Library",2012-01,75,24,41496.0,3.125,1729.0
373,"BYU, Idaho Family History Library",2012-02,63,20,24722.0,3.15,1236.1
374,"BYU, Idaho Family History Library",2012-03,42,18,18168.0,2.3333333333333335,1009.3333333333334
375,"BYU, Idaho Family History Library",2012-04,58,19,24459.0,3.0526315789473686,1287.3157894736842
376,"BYU, Idaho Family History Library",2012-05,65,21,25196.0,3.0952380952380953,1199.8095238095239
377,"BYU, Idaho Family History Library",2012-06,35,16,16624.0,2.1875,1039.0
378,"BYU, Idaho Family History Library",2012-07,43,16,18092.0,2.6875,1130.75
379,"BYU, Idaho Family History Library",2012-08,75,19,25538.0,3.9473684210526314,1344.1052631578948
380,"BYU, Idaho Family History Library",2012-09,45,16,17418.0,2.8125,1088.625
381,"BYU, Idaho Family History Library",2012-10,50,21,24135.0,2.380952380952381,1149.2857142857142
382,"BYU, Idaho Family History Library",2012-11,84,22,34766.0,3.8181818181818183,1580.2727272727273
383,"BYU, Idaho Family History Library",2012-12,43,14,20418.0,3.0714285714285716,1458.4285714285713
384,"BYU, Idaho Family History Library",2013-01,65,17,28844.0,3.823529411764706,1696.7058823529412
385,"BYU, Idaho Family History Library",2013-02,61,18,22414.0,3.388888888888889,1245.2222222222222
386,"BYU, Idaho Family History Library",2013-03,41,19,31517.0,2.1578947368421053,1658.7894736842106
387,"BYU, Idaho Family History Library",2013-04,36,18,20862.0,2.0,1159.0
388,"BYU, Idaho Family History Library",2013-05,61,19,40231.0,3.210526315789474,2117.4210526315787
389,"BYU, Idaho Family History Library",2013-06,28,16,24006.0,1.75,1500.375
390,"BYU, Idaho Family History Library",2013-07,19,11,16490.0,1.7272727272727273,1499.090909090909
391,"BYU, Idaho Family History Library",2013-08,19,14,14792.0,1.3571428571428572,1056.5714285714287
392,"BYU, Idaho Family History Library",2013-09,13,10,12454.0,1.3,1245.4
393,"BYU, Idaho Family History Library",2013-10,20,14,17680.0,1.4285714285714286,1262.857142857143
394,"BYU, Idaho Family History Library",2013-11,16,10,14346.0,1.6,1434.6
395,"BYU, Idaho Family History Library",2013-12,1,1,1032.0,1.0,1032.0
396,"BYU, Idaho Family History Library",2014-01,20,10,19624.0,2.0,1962.4
397,"BYU, Idaho Family History Library",2014-02,28,13,28555.0,2.1538461538461537,2196.5384615384614
398,"BYU, Idaho Family History Library",2014-03,26,14,21470.0,1.8571428571428572,1533.5714285714287
399,"BYU, Idaho Family History Library",2014-05,8,7,5969.0,1.1428571428571428,852.7142857142857
400,"BYU, Idaho Family History Library",2014-06,13,8,7776.0,1.625,972.0
401,"BYU, Idaho Family History Library",2014-07,15,9,8344.0,1.6666666666666667,927.1111111111111
402,"BYU, Idaho Family History Library",2014-09,25,12,13380.0,2.0833333333333335,1115.0
403,"BYU, Idaho Family History Library",2014-10,14,10,8264.0,1.4,826.4
404,"BYU, Idaho Family History Library",2014-11,2,1,669.0,2.0,669.0
405,"BYU, Idaho Family History Library",2015-01,1,1,186.0,1.0,186.0
406,"BYU, Idaho Family History Library",2015-02,11,7,5113.0,1.5714285714285714,730.4285714285714
407,"BYU, Idaho Family History Library",2015-03,55,14,8968.0,3.9285714285714284,640.5714285714286
408,"BYU, Idaho Family History Library",2015-04,8,5,4392.0,1.6,878.4
409,"BYU, Idaho Family History Library",2015-05,5,3,1342.0,1.6666666666666667,447.3333333333333
410,"BYU, Idaho Family History Library",2015-06,11,9,5333.0,1.2222222222222223,592.5555555555555
411,"BYU, Idaho Family History Library",2015-07,6,6,3436.0,1.0,572.6666666666666
412,"BYU, Idaho Family History Library",2015-08,17,7,6034.0,2.4285714285714284,862.0
413,"BYU, Idaho Family History Library",2015-09,21,13,6935.0,1.6153846153846154,533.4615384615385
414,"BYU, Idaho Family History Library",2015-10,25,10,6249.0,2.5,624.9
415,"BYU, Idaho Family History Library",2015-11,11,6,5774.0,1.8333333333333333,962.3333333333334
416,"BYU, Idaho Family History Library",2015-12,17,10,2900.0,1.7,290.0
417,"BYU, Idaho Family History Library",2016-01,33,16,4922.0,2.0625,307.625
418,"BYU, Idaho Family History Library",2016-02,31,13,4799.0,2.3846153846153846,369.15384615384613
419,"BYU, Idaho Family History Library",2016-03,17,11,5969.0,1.5454545454545454,542.6363636363636
420,"BYU, Idaho Family History Library",2016-04,28,12,4253.0,2.3333333333333335,354.4166666666667
421,"BYU, Idaho Family History Library",2016-05,30,11,3975.0,2.727272727272727,361.3636363636364
422,"BYU, Idaho Family History Library",2016-06,9,6,3150.0,1.5,525.0
423,"BYU, Provo",2009-06,43,16,16055.0,2.6875,1003.4375
424,"BYU, Provo",2009-07,141,19,34983.0,7.421052631578948,1841.2105263157894
425,"BYU, Provo",2009-08,96,22,26400.0,4.363636363636363,1200.0
426,"BYU, Provo",2009-09,62,20,22457.0,3.1,1122.85
427,"BYU, Provo",2009-10,106,17,42130.0,6.235294117647059,2478.235294117647
428,"BYU, Provo",2009-11,221,22,78301.0,10.045454545454545,3559.1363636363635
429,"BYU, Provo",2009-12,61,13,25101.0,4.6923076923076925,1930.8461538461538
430,"BYU, Provo",2010-01,162,20,56280.0,8.1,2814.0
431,"BYU, Provo",2010-02,141,19,48651.0,7.421052631578948,2560.5789473684213
432,"BYU, Provo",2010-03,192,23,68501.0,8.347826086956522,2978.304347826087
433,"BYU, Provo",2010-04,201,22,78707.0,9.136363636363637,3577.590909090909
434,"BYU, Provo",2010-05,226,18,69777.0,12.555555555555555,3876.5
435,"BYU, Provo",2010-06,277,22,85663.0,12.590909090909092,3893.7727272727275
436,"BYU, Provo",2010-07,217,20,69510.0,10.85,3475.5
437,"BYU, Provo",2010-08,175,22,50868.0,7.954545454545454,2312.181818181818
438,"BYU, Provo",2010-09,255,23,83248.0,11.08695652173913,3619.478260869565
439,"BYU, Provo",2010-10,463,23,118805.0,20.130434782608695,5165.434782608696
440,"BYU, Provo",2010-11,371,20,94600.0,18.55,4730.0
441,"BYU, Provo",2010-12,233,20,87377.0,11.65,4368.85
442,"BYU, Provo",2011-01,299,22,98456.0,13.590909090909092,4475.272727272727
443,"BYU, Provo",2011-02,238,22,107866.0,10.818181818181818,4903.0
444,"BYU, Provo",2011-03,414,26,141995.0,15.923076923076923,5461.346153846154
445,"BYU, Provo",2011-04,486,22,173312.0,22.09090909090909,7877.818181818182
446,"BYU, Provo",2011-05,1023,21,254360.0,48.714285714285715,12112.380952380952
447,"BYU, Provo",2011-06,1226,22,289694.0,55.72727272727273,13167.90909090909
448,"BYU, Provo",2011-07,743,19,182025.0,39.10526315789474,9580.263157894737
449,"BYU, Provo",2011-08,556,23,174525.0,24.17391304347826,7588.04347826087
450,"BYU, Provo",2011-09,236,21,102484.0,11.238095238095237,4880.190476190476
451,"BYU, Provo",2011-10,232,21,115356.0,11.047619047619047,5493.142857142857
452,"BYU, Provo",2011-11,779,21,113471.0,37.095238095238095,5403.380952380952
453,"BYU, Provo",2011-12,285,20,100253.0,14.25,5012.65
454,"BYU, Provo",2012-01,309,21,116722.0,14.714285714285714,5558.190476190476
455,"BYU, Provo",2012-02,621,21,120469.0,29.571428571428573,5736.619047619048
456,"BYU, Provo",2012-03,774,23,108006.0,33.65217391304348,4695.913043478261
457,"BYU, Provo",2012-04,263,16,39196.0,16.4375,2449.75
458,"BYU, Provo",2012-05,317,22,69957.0,14.409090909090908,3179.8636363636365
459,"BYU, Provo",2012-06,324,21,110863.0,15.428571428571429,5279.190476190476
460,"BYU, Provo",2012-07,438,23,153485.0,19.043478260869566,6673.260869565217
461,"BYU, Provo",2012-08,118,19,48978.0,6.2105263157894735,2577.7894736842104
462,"BYU, Provo",2012-09,174,19,49165.0,9.157894736842104,2587.6315789473683
463,"BYU, Provo",2012-10,327,21,79202.0,15.571428571428571,3771.5238095238096
464,"BYU, Provo",2012-11,199,20,58284.0,9.95,2914.2
465,"BYU, Provo",2012-12,177,15,39034.0,11.8,2602.266666666667
466,"BYU, Provo",2013-01,115,16,12232.0,7.1875,764.5
467,"BYU, Provo",2013-02,235,20,38495.0,11.75,1924.75
468,"BYU, Provo",2013-03,423,16,32595.0,26.4375,2037.1875
469,"BYU, Provo",2013-04,174,19,33216.0,9.157894736842104,1748.2105263157894
470,"BYU, Provo",2013-05,640,22,40583.0,29.09090909090909,1844.6818181818182
471,"BYU, Provo",2013-06,1324,20,93521.0,66.2,4676.05
472,"BYU, Provo",2013-07,1163,23,142871.0,50.56521739130435,6211.782608695652
473,"BYU, Provo",2013-08,924,23,102385.0,40.17391304347826,4451.521739130435
474,"BYU, Provo",2013-09,178,12,27458.0,14.833333333333334,2288.1666666666665
475,"BYU, Provo",2013-10,90,21,23809.0,4.285714285714286,1133.7619047619048
476,"BYU, Provo",2013-11,41,11,10309.0,3.727272727272727,937.1818181818181
477,"BYU, Provo",2013-12,7,3,1492.0,2.3333333333333335,497.3333333333333
478,"BYU, Provo",2014-01,226,17,12315.0,13.294117647058824,724.4117647058823
479,"BYU, Provo",2014-02,13,6,1257.0,2.1666666666666665,209.5
480,"BYU, Provo",2014-04,2,2,654.0,1.0,327.0
481,"BYU, Provo",2014-05,46,11,19748.0,4.181818181818182,1795.2727272727273
482,"BYU, Provo",2014-06,15,4,5667.0,3.75,1416.75
483,"BYU, Provo",2014-07,4,2,1101.0,2.0,550.5
484,"BYU, Provo",2014-08,6,4,2492.0,1.5,623.0
485,"BYU, Provo",2014-09,7,4,1980.0,1.75,495.0
486,"BYU, Provo",2014-10,7,2,2258.0,3.5,1129.0
487,"BYU, Provo",2014-11,51,13,20458.0,3.923076923076923,1573.6923076923076
488,"BYU, Provo",2014-12,24,5,1761.0,4.8,352.2
489,"BYU, Provo",2015-02,8,3,2400.0,2.6666666666666665,800.0
490,"BYU, Provo",2015-03,4,1,1368.0,4.0,1368.0
491,"BYU, Provo",2015-04,11,7,3530.0,1.5714285714285714,504.2857142857143
492,"BYU, Provo",2015-05,20,9,11535.0,2.2222222222222223,1281.6666666666667
493,"BYU, Provo",2015-06,70,13,21390.0,5.384615384615385,1645.3846153846155
494,"BYU, Provo",2015-07,78,17,28686.0,4.588235294117647,1687.4117647058824
495,"BYU, Provo",2015-08,154,21,70821.0,7.333333333333333,3372.4285714285716
496,"BYU, Provo",2015-09,39,12,13395.0,3.25,1116.25
497,"BYU, Provo",2015-10,78,19,33316.0,4.105263157894737,1753.4736842105262
498,"BYU, Provo",2015-11,347,22,71090.0,15.772727272727273,3231.3636363636365
499,"BYU, Provo",2015-12,58,10,16890.0,5.8,1689.0
500,"BYU, Provo",2016-01,152,21,51424.0,7.238095238095238,2448.7619047619046
501,"BYU, Provo",2016-02,154,22,52899.0,7.0,2404.5
502,"BYU, Provo",2016-03,150,22,35704.0,6.818181818181818,1622.909090909091
503,"BYU, Provo",2016-04,61,11,24194.0,5.545454545454546,2199.4545454545455
504,"BYU, Provo",2016-05,138,20,44718.0,6.9,2235.9
505,"BYU, Provo",2016-06,264,22,72633.0,12.0,3301.5
506,"BYU, Provo",2016-07,213,19,65222.0,11.210526315789474,3432.7368421052633
507,"BYU, Provo",2016-08,47,10,14650.0,4.7,1465.0
508,"BYU, Provo",2016-09,113,21,34896.0,5.380952380952381,1661.7142857142858
509,"BYU, Provo",2016-10,73,17,24333.0,4.294117647058823,1431.3529411764705
510,"BYU, Provo",2016-11,104,15,24198.0,6.933333333333334,1613.2
511,"BYU, Provo",2016-12,40,13,18664.0,3.076923076923077,1435.6923076923076
512,"BYU, Provo",2017-01,73,16,34518.0,4.5625,2157.375
513,"BYU, Provo",2017-02,101,21,59243.0,4.809523809523809,2821.095238095238
514,"BYU, Provo",2017-03,173,23,64943.0,7.521739130434782,2823.608695652174
515,"BYU, Provo",2017-04,91,18,39120.0,5.055555555555555,2173.3333333333335
516,"BYU, Provo",2017-05,145,20,46941.0,7.25,2347.05
517,"BYU, Provo",2017-06,112,20,44586.0,5.6,2229.3
518,"BYU, Provo",2017-07,52,14,20670.0,3.7142857142857144,1476.4285714285713
519,"BYU, Provo",2017-08,229,23,62509.0,9.956521739130435,2717.782608695652
520,"BYU, Provo",2017-09,75,16,30282.0,4.6875,1892.625
521,"BYU, Provo",2017-10,43,14,11428.0,3.0714285714285716,816.2857142857143
522,"BYU, Provo",2017-11,126,15,24584.0,8.4,1638.9333333333334
523,"BYU, Provo",2017-12,166,16,15311.0,10.375,956.9375
524,"BYU, Provo",2018-01,101,16,30945.0,6.3125,1934.0625
525,"BYU, Provo",2018-02,217,19,26718.0,11.421052631578947,1406.2105263157894
526,"BYU, Provo",2018-03,130,17,20645.0,7.647058823529412,1214.4117647058824
527,"BYU, Provo",2018-04,214,17,16848.0,12.588235294117647,991.0588235294117
528,"BYU, Provo",2018-05,313,21,48898.0,14.904761904761905,2328.4761904761904
