,name,scan_day,operator,identifier,books_per_worker
3620,American Numismatic Society,2016-04-25,1,8,8.0
3621,American Numismatic Society,2016-04-26,1,35,35.0
3622,American Numismatic Society,2016-04-27,1,32,32.0
3623,American Numismatic Society,2016-04-29,1,10,10.0
3624,American Numismatic Society,2016-05-02,1,13,13.0
3625,American Numismatic Society,2016-05-03,1,14,14.0
3626,American Numismatic Society,2016-05-04,1,29,29.0
3627,American Numismatic Society,2016-05-05,1,25,25.0
3628,American Numismatic Society,2016-05-09,1,6,6.0
3629,American Numismatic Society,2016-05-10,1,24,24.0
3630,American Numismatic Society,2016-05-11,1,32,32.0
3631,American Numismatic Society,2016-05-12,1,2,2.0
3632,American Numismatic Society,2016-05-13,1,1,1.0
3633,American Numismatic Society,2016-05-14,1,6,6.0
3634,American Numismatic Society,2016-05-16,1,10,10.0
3635,American Numismatic Society,2016-05-17,1,23,23.0
3636,American Numismatic Society,2016-05-18,1,14,14.0
3637,American Numismatic Society,2016-05-19,1,7,7.0
3638,American Numismatic Society,2016-05-24,1,21,21.0
3639,American Numismatic Society,2016-05-25,1,34,34.0
3640,American Numismatic Society,2016-05-27,1,5,5.0
3641,American Numismatic Society,2016-05-31,1,13,13.0
3642,American Numismatic Society,2016-06-01,1,13,13.0
3643,American Numismatic Society,2016-06-02,1,18,18.0
3644,American Numismatic Society,2016-06-06,1,18,18.0
3645,American Numismatic Society,2016-06-07,1,2,2.0
3646,American Numismatic Society,2016-06-08,1,24,24.0
3647,American Numismatic Society,2016-06-09,1,16,16.0
3648,American Numismatic Society,2016-06-10,1,22,22.0
3649,American Numismatic Society,2016-06-13,1,27,27.0
3650,American Numismatic Society,2016-06-14,1,13,13.0
3651,American Numismatic Society,2016-06-15,1,5,5.0
3652,American Numismatic Society,2016-06-16,1,27,27.0
3653,American Numismatic Society,2016-06-17,1,14,14.0
3654,American Numismatic Society,2016-06-20,1,10,10.0
3655,American Numismatic Society,2016-06-21,1,14,14.0
3656,American Numismatic Society,2016-06-22,1,10,10.0
3657,American Numismatic Society,2016-06-23,1,9,9.0
3658,American Numismatic Society,2016-06-24,1,8,8.0
3659,American Numismatic Society,2016-06-27,1,10,10.0
3660,American Numismatic Society,2016-06-28,1,11,11.0
3661,American Numismatic Society,2016-06-29,1,19,19.0
3662,American Numismatic Society,2016-06-30,1,8,8.0
3663,American Numismatic Society,2016-07-01,1,18,18.0
3664,American Numismatic Society,2016-07-05,1,17,17.0
3665,American Numismatic Society,2016-07-06,1,12,12.0
3666,American Numismatic Society,2016-07-07,1,15,15.0
3667,American Numismatic Society,2016-07-08,1,16,16.0
3668,American Numismatic Society,2016-07-11,1,32,32.0
3669,American Numismatic Society,2016-07-12,1,20,20.0
3670,American Numismatic Society,2016-07-13,1,12,12.0
3671,American Numismatic Society,2016-07-14,1,10,10.0
3672,American Numismatic Society,2016-07-15,1,23,23.0
3673,American Numismatic Society,2016-07-18,1,11,11.0
3674,American Numismatic Society,2016-07-19,1,17,17.0
3675,American Numismatic Society,2016-07-20,1,13,13.0
3676,American Numismatic Society,2016-07-21,1,16,16.0
3677,American Numismatic Society,2016-07-22,1,13,13.0
3678,American Numismatic Society,2016-07-25,1,16,16.0
3679,American Numismatic Society,2016-07-26,1,15,15.0
3680,American Numismatic Society,2016-07-27,1,17,17.0
3681,American Numismatic Society,2016-07-28,1,17,17.0
3682,American Numismatic Society,2016-08-01,1,20,20.0
3683,American Numismatic Society,2016-08-03,1,31,31.0
3684,American Numismatic Society,2016-08-04,1,3,3.0
3685,American Numismatic Society,2016-08-07,1,5,5.0
3686,American Numismatic Society,2016-08-09,1,8,8.0
3687,American Numismatic Society,2016-08-10,1,12,12.0
3688,American Numismatic Society,2016-08-11,1,2,2.0
3689,American Numismatic Society,2016-08-12,1,3,3.0
3690,American Numismatic Society,2016-08-15,1,8,8.0
3691,American Numismatic Society,2016-08-16,1,6,6.0
3692,American Numismatic Society,2016-08-17,1,22,22.0
3693,American Numismatic Society,2016-08-18,1,1,1.0
3694,American Numismatic Society,2016-08-19,1,1,1.0
3695,American Numismatic Society,2016-08-23,1,17,17.0
3696,American Numismatic Society,2016-08-24,1,12,12.0
3697,American Numismatic Society,2016-08-25,1,1,1.0
3698,American Numismatic Society,2016-08-26,1,32,32.0
3699,American Numismatic Society,2016-08-29,1,3,3.0
3700,American Numismatic Society,2016-08-30,1,14,14.0
3701,American Numismatic Society,2016-09-01,1,27,27.0
3702,American Numismatic Society,2016-09-02,1,24,24.0
3703,American Numismatic Society,2016-09-07,1,25,25.0
3704,American Numismatic Society,2016-09-08,1,21,21.0
3705,American Numismatic Society,2016-09-12,1,25,25.0
3706,American Numismatic Society,2016-09-13,1,4,4.0
3707,American Numismatic Society,2016-09-14,1,12,12.0
3708,American Numismatic Society,2016-09-15,1,15,15.0
3709,American Numismatic Society,2016-09-16,1,18,18.0
3710,American Numismatic Society,2016-09-19,1,14,14.0
3711,American Numismatic Society,2016-09-20,1,19,19.0
3712,American Numismatic Society,2016-09-21,1,14,14.0
3713,American Numismatic Society,2016-09-22,1,13,13.0
3714,American Numismatic Society,2016-09-23,1,15,15.0
3715,American Numismatic Society,2016-09-26,1,14,14.0
3716,American Numismatic Society,2016-09-27,1,9,9.0
3717,American Numismatic Society,2016-09-28,1,10,10.0
3718,American Numismatic Society,2016-09-29,1,11,11.0
3719,American Numismatic Society,2016-09-30,1,15,15.0
3720,American Numismatic Society,2016-10-04,1,14,14.0
3721,American Numismatic Society,2016-10-05,1,29,29.0
3722,American Numismatic Society,2016-10-06,1,12,12.0
3723,American Numismatic Society,2016-10-07,1,2,2.0
3724,American Numismatic Society,2016-10-11,1,9,9.0
3725,American Numismatic Society,2016-10-12,1,20,20.0
3726,American Numismatic Society,2016-10-14,1,16,16.0
3727,American Numismatic Society,2016-10-17,1,18,18.0
3728,American Numismatic Society,2016-10-18,1,2,2.0
3729,American Numismatic Society,2016-10-19,1,16,16.0
3730,American Numismatic Society,2016-10-21,1,8,8.0
3731,American Numismatic Society,2016-10-25,1,3,3.0
3732,American Numismatic Society,2016-10-26,1,13,13.0
3733,American Numismatic Society,2016-10-28,1,10,10.0
3734,American Numismatic Society,2016-10-31,1,1,1.0
3735,American Numismatic Society,2016-11-01,1,18,18.0
3736,American Numismatic Society,2016-11-02,1,1,1.0
3737,American Numismatic Society,2016-11-03,1,17,17.0
3738,American Numismatic Society,2016-11-04,1,12,12.0
3739,American Numismatic Society,2016-11-08,1,1,1.0
3740,American Numismatic Society,2016-11-09,1,5,5.0
3741,American Numismatic Society,2016-11-10,1,21,21.0
3742,American Numismatic Society,2016-11-16,1,1,1.0
3743,American Numismatic Society,2016-11-17,1,6,6.0
3744,American Numismatic Society,2016-11-18,1,12,12.0
3745,American Numismatic Society,2016-11-19,1,1,1.0
3746,American Numismatic Society,2016-11-29,1,14,14.0
3747,American Numismatic Society,2016-11-30,1,17,17.0
3748,American Numismatic Society,2016-12-01,1,1,1.0
3749,American Numismatic Society,2016-12-02,1,8,8.0
3750,American Numismatic Society,2016-12-05,1,15,15.0
3751,American Numismatic Society,2016-12-06,1,1,1.0
3752,American Numismatic Society,2016-12-08,1,37,37.0
3753,American Numismatic Society,2016-12-09,1,5,5.0
3754,American Numismatic Society,2016-12-13,1,22,22.0
3755,American Numismatic Society,2016-12-14,1,22,22.0
3756,American Numismatic Society,2016-12-15,1,25,25.0
3757,American Numismatic Society,2016-12-20,1,6,6.0
3758,American Numismatic Society,2016-12-21,1,10,10.0
3759,American Numismatic Society,2016-12-22,1,7,7.0
3760,American Numismatic Society,2016-12-23,1,13,13.0
3761,American Numismatic Society,2017-01-03,1,22,22.0
3762,American Numismatic Society,2017-01-04,1,27,27.0
3763,American Numismatic Society,2017-01-05,1,16,16.0
3764,American Numismatic Society,2017-01-06,1,1,1.0
3765,American Numismatic Society,2017-01-09,1,4,4.0
3766,American Numismatic Society,2017-01-10,1,14,14.0
3767,American Numismatic Society,2017-01-11,1,6,6.0
3768,American Numismatic Society,2017-01-12,1,18,18.0
3769,American Numismatic Society,2017-01-13,1,17,17.0
3770,American Numismatic Society,2017-01-17,1,6,6.0
3771,American Numismatic Society,2017-01-18,1,11,11.0
3772,American Numismatic Society,2017-01-19,1,9,9.0
3773,American Numismatic Society,2017-01-20,1,6,6.0
3774,American Numismatic Society,2017-01-23,1,12,12.0
3775,American Numismatic Society,2017-01-24,1,11,11.0
3776,American Numismatic Society,2017-01-25,1,10,10.0
3777,American Numismatic Society,2017-01-26,1,9,9.0
3778,American Numismatic Society,2017-01-27,1,12,12.0
3779,American Numismatic Society,2017-01-30,1,3,3.0
3780,American Numismatic Society,2017-01-31,1,14,14.0
3781,American Numismatic Society,2017-02-01,1,4,4.0
3782,American Numismatic Society,2017-02-02,1,18,18.0
3783,American Numismatic Society,2017-02-03,1,4,4.0
3784,American Numismatic Society,2017-02-06,1,7,7.0
3785,American Numismatic Society,2017-02-07,1,6,6.0
3786,American Numismatic Society,2017-02-08,1,6,6.0
3787,American Numismatic Society,2017-02-09,1,3,3.0
3788,American Numismatic Society,2017-02-14,1,13,13.0
3789,American Numismatic Society,2017-02-16,1,8,8.0
3790,American Numismatic Society,2017-02-17,1,6,6.0
3791,American Numismatic Society,2017-02-22,1,13,13.0
3792,American Numismatic Society,2017-02-23,1,2,2.0
3793,American Numismatic Society,2017-02-24,1,10,10.0
3794,American Numismatic Society,2017-02-27,1,5,5.0
3795,American Numismatic Society,2017-02-28,1,6,6.0
3796,American Numismatic Society,2017-03-01,1,1,1.0
3797,American Numismatic Society,2017-03-02,1,32,32.0
3798,American Numismatic Society,2017-03-03,1,2,2.0
3799,American Numismatic Society,2017-03-06,1,6,6.0
3800,American Numismatic Society,2017-03-07,1,5,5.0
3801,American Numismatic Society,2017-03-08,1,12,12.0
3802,American Numismatic Society,2017-03-09,1,18,18.0
3803,American Numismatic Society,2017-03-13,1,2,2.0
3804,American Numismatic Society,2017-03-15,1,4,4.0
3805,American Numismatic Society,2017-03-16,1,3,3.0
3806,American Numismatic Society,2017-03-20,1,15,15.0
3807,American Numismatic Society,2017-03-21,1,9,9.0
3808,American Numismatic Society,2017-03-22,1,18,18.0
3809,American Numismatic Society,2017-03-24,1,8,8.0
3810,American Numismatic Society,2017-03-27,1,21,21.0
3811,American Numismatic Society,2017-03-28,1,20,20.0
3812,American Numismatic Society,2017-03-29,1,7,7.0
3813,American Numismatic Society,2017-03-30,1,9,9.0
3814,American Numismatic Society,2017-03-31,1,11,11.0
3815,American Numismatic Society,2017-04-03,1,5,5.0
3816,American Numismatic Society,2017-04-04,1,4,4.0
3817,American Numismatic Society,2017-04-05,1,20,20.0
3818,American Numismatic Society,2017-04-06,1,26,26.0
3819,American Numismatic Society,2017-04-11,1,5,5.0
3820,American Numismatic Society,2017-04-12,1,11,11.0
3821,American Numismatic Society,2017-04-13,1,12,12.0
3822,American Numismatic Society,2017-04-17,1,5,5.0
3823,American Numismatic Society,2017-04-18,1,6,6.0
3824,American Numismatic Society,2017-04-19,1,4,4.0
3825,American Numismatic Society,2017-04-20,1,5,5.0
3826,American Numismatic Society,2017-04-21,1,4,4.0
3827,American Numismatic Society,2017-04-24,1,3,3.0
3828,American Numismatic Society,2017-04-25,1,4,4.0
3829,American Numismatic Society,2017-04-26,1,6,6.0
3830,American Numismatic Society,2017-04-27,1,4,4.0
3831,American Numismatic Society,2017-04-28,1,3,3.0
3832,American Numismatic Society,2017-05-01,1,7,7.0
3833,American Numismatic Society,2017-05-02,1,5,5.0
3834,American Numismatic Society,2017-05-03,1,4,4.0
3835,American Numismatic Society,2017-05-04,1,4,4.0
3836,American Numismatic Society,2017-05-08,1,4,4.0
3837,American Numismatic Society,2017-05-09,1,4,4.0
3838,American Numismatic Society,2017-05-10,1,5,5.0
3839,American Numismatic Society,2017-05-11,1,10,10.0
3840,American Numismatic Society,2017-05-15,1,3,3.0
3841,American Numismatic Society,2017-05-16,1,9,9.0
3842,American Numismatic Society,2017-05-17,1,5,5.0
3843,American Numismatic Society,2017-05-18,1,8,8.0
3844,American Numismatic Society,2017-05-24,1,3,3.0
3845,American Numismatic Society,2017-05-25,1,12,12.0
3846,American Numismatic Society,2017-05-31,1,9,9.0
3847,American Numismatic Society,2017-06-01,1,3,3.0
3848,American Numismatic Society,2017-06-02,1,10,10.0
3849,American Numismatic Society,2017-06-05,1,2,2.0
3850,American Numismatic Society,2017-06-06,1,13,13.0
3851,American Numismatic Society,2017-06-07,1,2,2.0
3852,American Numismatic Society,2017-06-08,1,5,5.0
3853,American Numismatic Society,2017-06-09,1,17,17.0
3854,American Numismatic Society,2017-06-12,1,8,8.0
3855,American Numismatic Society,2017-06-14,1,14,14.0
3856,American Numismatic Society,2017-06-15,1,3,3.0
3857,American Numismatic Society,2017-06-23,1,4,4.0
3858,American Numismatic Society,2017-06-26,1,20,20.0
3859,American Numismatic Society,2017-06-27,1,31,31.0
3860,American Numismatic Society,2017-06-29,1,15,15.0
3861,American Numismatic Society,2017-07-05,1,16,16.0
3862,American Numismatic Society,2017-07-06,1,19,19.0
3863,American Numismatic Society,2017-07-10,1,19,19.0
3864,American Numismatic Society,2017-07-11,1,24,24.0
3865,American Numismatic Society,2017-07-12,1,4,4.0
3866,American Numismatic Society,2017-07-13,1,14,14.0
3867,American Numismatic Society,2017-07-14,1,4,4.0
3868,American Numismatic Society,2017-07-17,1,19,19.0
3869,American Numismatic Society,2017-07-18,1,3,3.0
3870,American Numismatic Society,2017-07-19,1,10,10.0
3871,American Numismatic Society,2017-07-20,1,4,4.0
3872,American Numismatic Society,2017-07-21,1,12,12.0
3873,American Numismatic Society,2017-07-24,1,5,5.0
3874,American Numismatic Society,2017-07-25,1,4,4.0
3875,American Numismatic Society,2017-07-26,1,17,17.0
3876,American Numismatic Society,2017-07-27,1,6,6.0
3877,American Numismatic Society,2017-07-31,1,2,2.0
3878,American Numismatic Society,2017-08-01,1,11,11.0
3879,American Numismatic Society,2017-08-02,1,13,13.0
3880,American Numismatic Society,2017-08-03,1,6,6.0
3881,American Numismatic Society,2017-08-07,1,2,2.0
3882,American Numismatic Society,2017-08-08,1,3,3.0
3883,American Numismatic Society,2017-08-09,1,2,2.0
3884,American Numismatic Society,2017-08-10,1,5,5.0
3885,American Numismatic Society,2017-08-11,1,6,6.0
3886,American Numismatic Society,2017-08-15,1,3,3.0
3887,American Numismatic Society,2017-08-16,1,13,13.0
3888,American Numismatic Society,2017-08-17,1,3,3.0
3889,American Numismatic Society,2017-08-21,1,4,4.0
3890,American Numismatic Society,2017-08-22,1,16,16.0
3891,American Numismatic Society,2017-08-23,1,5,5.0
3892,American Numismatic Society,2017-08-24,1,14,14.0
3893,American Numismatic Society,2017-08-28,1,4,4.0
3894,American Numismatic Society,2017-08-29,1,20,20.0
3895,American Numismatic Society,2017-08-30,1,16,16.0
3896,American Numismatic Society,2017-09-05,1,2,2.0
3897,American Numismatic Society,2017-09-06,1,6,6.0
3898,American Numismatic Society,2017-09-08,1,23,23.0
3899,American Numismatic Society,2017-09-11,1,3,3.0
3900,American Numismatic Society,2017-09-12,1,12,12.0
3901,American Numismatic Society,2017-09-13,1,10,10.0
3902,American Numismatic Society,2017-09-14,1,3,3.0
3903,American Numismatic Society,2017-09-15,1,24,24.0
3904,American Numismatic Society,2017-09-18,1,2,2.0
3905,American Numismatic Society,2017-09-19,1,5,5.0
3906,American Numismatic Society,2017-09-21,1,5,5.0
3907,American Numismatic Society,2017-10-04,1,2,2.0
3908,American Numismatic Society,2017-10-05,1,5,5.0
3909,American Numismatic Society,2017-10-06,1,16,16.0
3910,American Numismatic Society,2017-10-10,1,12,12.0
3911,American Numismatic Society,2017-10-11,1,8,8.0
3912,American Numismatic Society,2017-10-12,1,4,4.0
3913,American Numismatic Society,2017-10-13,1,11,11.0
3914,American Numismatic Society,2017-10-16,1,18,18.0
