,name,month_year,books_scanned
793,British Library,2013-12,92
794,British Library,2014-01,712
795,British Library,2014-02,751
796,British Library,2014-03,899
797,British Library,2014-04,667
798,British Library,2014-05,682
799,British Library,2014-06,733
800,British Library,2014-07,797
801,British Library,2014-08,393
802,British Library,2014-09,1809
803,British Library,2014-10,1437
804,British Library,2014-11,2211
805,British Library,2014-12,2325
806,British Library,2015-01,2193
807,British Library,2015-02,2458
808,British Library,2015-03,2146
809,British Library,2015-04,3440
810,British Library,2015-05,3297
811,British Library,2015-06,2971
812,British Library,2015-07,3713
813,British Library,2015-08,3163
814,British Library,2015-09,3154
815,British Library,2015-10,5424
816,British Library,2015-11,3963
817,British Library,2015-12,2895
818,British Library,2016-01,4207
819,British Library,2016-02,4860
820,British Library,2016-03,4106
821,British Library,2016-04,4304
822,British Library,2016-05,3182
823,British Library,2016-06,2332
824,British Library,2016-07,2723
825,British Library,2016-08,2334
826,British Library,2016-09,2663
827,British Library,2016-10,4349
828,British Library,2016-11,3393
829,British Library,2016-12,2013
830,British Library,2017-01,3526
831,British Library,2017-02,5664
832,British Library,2017-03,3785
833,British Library,2017-04,3424
834,British Library,2017-05,3655
835,British Library,2017-06,3595
836,British Library,2017-07,2697
837,British Library,2017-08,2863
838,British Library,2017-09,3055
839,British Library,2017-10,3116
840,British Library,2017-11,3545
841,British Library,2017-12,1543
842,British Library,2018-01,4832
843,British Library,2018-02,5252
844,British Library,2018-03,4792
845,British Library,2018-04,3021
846,British Library,2018-05,5004
847,British Library,2018-06,3197
848,British Library,2018-07,4294
849,British Library,2018-08,3356
850,British Library,2018-09,2129
851,British Library,2018-10,2310
852,British Library,2018-11,2656
853,British Library,2018-12,1532
854,British Library,2019-01,4768
855,British Library,2019-02,3569
856,British Library,2019-03,2440
857,British Library,2019-04,2553
858,British Library,2019-05,1816
859,British Library,2019-06,1145
860,British Library,2019-07,1446
861,British Library,2019-08,1681
862,British Library,2019-09,1749
863,British Library,2019-10,1841
864,British Library,2019-11,1366
865,British Library,2019-12,1067
866,British Library,2020-01,1552
867,British Library,2020-02,1812
868,British Library,2020-03,994
869,British Library,2020-10,946
870,British Library,2020-11,2155
871,British Library,2020-12,383
872,British Library,2021-03,1
873,British Library,2021-04,313
874,British Library,2021-05,1066
875,British Library,2021-06,791
876,British Library,2021-07,1485
877,British Library,2021-08,1208
878,British Library,2021-09,75
879,British Library,2021-10,976
880,British Library,2021-11,571
881,British Library,2021-12,1057
882,British Library,2022-01,793
883,British Library,2022-02,1447
884,British Library,2022-03,1621
885,British Library,2022-04,490
886,British Library,2022-05,1198
887,British Library,2022-06,1299
888,British Library,2022-07,1329
889,British Library,2022-08,1029
890,British Library,2022-09,596
891,British Library,2022-10,832
892,British Library,2022-11,715
893,British Library,2022-12,303
894,British Library,2023-01,892
895,British Library,2023-02,322
896,British Library,2023-03,416
897,British Library,2023-04,241
898,British Library,2023-05,360
899,British Library,2023-06,31
901,Brown University,2010-03,64
902,Brown University,2010-04,189
903,Brown University,2010-05,159
904,Brown University,2010-06,195
905,Brown University,2010-07,259
906,Brown University,2010-08,159
907,Brown University,2010-09,184
908,Brown University,2010-10,149
909,Brown University,2010-11,249
910,Brown University,2010-12,171
911,Brown University,2011-01,132
912,Brown University,2011-02,147
913,Brown University,2011-03,179
914,Brown University,2011-04,99
915,Brown University,2011-05,108
916,Brown University,2011-06,133
917,Brown University,2011-07,292
918,Brown University,2011-08,152
919,Brown University,2011-09,241
920,Brown University,2011-10,198
921,Brown University,2011-11,166
922,Brown University,2011-12,44
923,Brown University,2012-01,75
924,Brown University,2012-02,73
925,Brown University,2012-03,87
926,Brown University,2012-04,78
927,Brown University,2012-05,27
928,Brown University,2012-06,25
929,Brown University,2012-07,57
930,Brown University,2012-08,48
931,Brown University,2012-09,48
932,Brown University,2012-10,50
933,Brown University,2012-11,63
934,Brown University,2012-12,61
935,Brown University,2013-01,28
936,Brown University,2013-02,34
937,Brown University,2013-03,126
938,Brown University,2013-04,245
939,Brown University,2013-05,285
940,Brown University,2013-06,176
941,Brown University,2013-07,4
942,Brown University,2013-08,46
943,Brown University,2013-09,149
944,Brown University,2013-10,258
945,Brown University,2013-11,199
946,Brown University,2013-12,445
947,Brown University,2014-01,461
948,Brown University,2014-02,108
949,Brown University,2014-03,59
950,Brown University,2014-04,103
951,Brown University,2014-05,65
952,Brown University,2014-06,40
953,Brown University,2014-07,105
954,Brown University,2014-08,106
955,Brown University,2014-09,123
956,Brown University,2014-10,110
957,Brown University,2014-11,125
958,Brown University,2014-12,87
959,Brown University,2015-01,70
960,Brown University,2015-02,52
961,Brown University,2015-03,59
962,Brown University,2015-04,78
963,Brown University,2015-05,86
964,Brown University,2015-06,89
965,Brown University,2015-07,76
966,Brown University,2015-08,79
967,Brown University,2015-09,80
968,Brown University,2015-10,76
969,Brown University,2015-11,60
970,Brown University,2015-12,76
971,Brown University,2016-01,46
972,Brown University,2016-02,56
973,Brown University,2016-03,34
974,Brown University,2016-04,77
975,Brown University,2016-05,81
976,Brown University,2016-06,63
977,Brown University,2016-07,88
978,Brown University,2016-08,70
979,Brown University,2016-09,74
980,Brown University,2016-10,35
981,Brown University,2016-11,83
982,Brown University,2016-12,78
983,Brown University,2017-01,222
984,Brown University,2017-02,310
985,Brown University,2017-03,140
986,Brown University,2017-04,181
987,Brown University,2017-05,213
988,Brown University,2017-06,322
989,Brown University,2017-07,236
990,Brown University,2017-08,287
991,Brown University,2017-09,315
992,Brown University,2017-10,197
993,Brown University,2017-11,321
994,Brown University,2017-12,204
995,Brown University,2018-01,187
996,Brown University,2018-02,64
997,Brown University,2018-03,152
998,Brown University,2018-04,218
999,Brown University,2018-05,111
1000,Brown University,2018-06,203
1001,Brown University,2018-07,205
1002,Brown University,2018-08,258
1003,Brown University,2018-09,174
1004,Brown University,2018-10,150
1005,Brown University,2018-11,191
1006,Brown University,2018-12,89
1007,Brown University,2019-01,194
1008,Brown University,2019-02,180
1009,Brown University,2019-03,174
1010,Brown University,2019-04,129
1011,Brown University,2019-05,206
1012,Brown University,2019-06,170
1013,Brown University,2019-07,354
1014,Brown University,2019-08,229
1015,Brown University,2019-09,316
1016,Brown University,2019-10,425
1017,Brown University,2019-11,347
1018,Brown University,2019-12,229
1019,Brown University,2020-01,245
1020,Brown University,2020-02,324
1021,Brown University,2020-03,120
1022,Brown University,2020-08,6
1023,Brown University,2020-09,192
1024,Brown University,2020-10,86
1025,Brown University,2020-11,45
1026,Brown University,2020-12,44
1027,Brown University,2021-01,12
1028,Brown University,2021-02,24
1029,Brown University,2021-03,40
1030,Brown University,2021-04,31
1031,Brown University,2021-05,23
1032,Brown University,2021-06,27
1033,Brown University,2021-07,27
1034,Brown University,2021-08,33
1035,Brown University,2021-09,11
1036,Brown University,2021-10,17
1037,Brown University,2021-11,15
1038,Brown University,2021-12,1
1039,Brown University,2022-01,13
1040,Brown University,2022-02,29
1041,Brown University,2022-03,63
1042,Brown University,2022-04,24
1043,Brown University,2022-05,107
1044,Brown University,2022-06,91
1045,Brown University,2022-07,40
1046,Brown University,2022-08,51
1047,Brown University,2022-09,57
1048,Brown University,2022-10,85
1049,Brown University,2022-11,26
1050,Brown University,2022-12,45
1051,Brown University,2023-01,54
1052,Brown University,2023-02,74
1053,Brown University,2023-03,82
1054,Brown University,2023-04,48
1055,Brown University,2023-05,70
1057,California Acaddemy of Sciences,2015-11,4
1058,California Acaddemy of Sciences,2016-04,697
1059,California Acaddemy of Sciences,2016-05,107
1060,California Acaddemy of Sciences,2016-11,237
1061,California Acaddemy of Sciences,2018-06,3
1063,California State Library,2011-10,64
1064,California State Library,2011-11,48
1065,California State Library,2011-12,83
1066,California State Library,2012-01,47
1067,California State Library,2012-02,52
1068,California State Library,2012-03,38
1069,California State Library,2012-04,69
1070,California State Library,2012-05,84
1071,California State Library,2012-06,85
1072,California State Library,2012-07,49
1073,California State Library,2012-08,71
1074,California State Library,2012-09,34
1075,California State Library,2012-10,22
1076,California State Library,2012-11,20
1077,California State Library,2012-12,17
1078,California State Library,2013-01,47
1079,California State Library,2013-02,71
1080,California State Library,2013-03,14
1081,California State Library,2013-04,8
1082,California State Library,2013-05,32
1083,California State Library,2013-06,35
1084,California State Library,2013-07,47
1085,California State Library,2013-08,25
1086,California State Library,2013-11,41
1087,California State Library,2013-12,26
1088,California State Library,2014-01,32
1089,California State Library,2014-02,75
1090,California State Library,2014-03,66
1091,California State Library,2014-04,43
1092,California State Library,2014-05,33
1093,California State Library,2014-06,36
1094,California State Library,2014-07,40
1095,California State Library,2014-08,31
1096,California State Library,2014-09,49
1097,California State Library,2014-10,56
1098,California State Library,2014-11,38
1099,California State Library,2014-12,43
1100,California State Library,2015-01,49
1101,California State Library,2015-02,26
1102,California State Library,2015-03,52
1103,California State Library,2015-04,25
